id,srno,application_name,customer_initiated_transactions_volume_mn,customer_initiated_transactions_value_cr,b_2_c_transactions_volume_mn,b_2_c_transactions_value_cr,b_2_b_transactions_volume_mn,b_2_b_transactions_value_cr,onus_transactions_volume_mn,onus_transactions_value_cr,total_volume_mn,total_value_cr,created_at,updated_at,published_at,created_by_id,updated_by_id,product_name,tab_name,year,month,upi_application_name,upi_volume_mn,upi_value_cr,locale
13987,80,Payworld,0.085584,7.76975312299999,0.00,0.00,0.00,0.00,-,-,0.085584,7.76975312299999,2026-06-17T11:49:11.648Z,2026-06-17T11:49:11.648Z,,,,UPI,upi-apps,2026,Apr,,,,en
13988,81,Bank of Maharashtra Apps,0.083207,32.145964881999895,0.00,0.00,0.00,0.00,-,-,0.083207,32.145964881999895,2026-06-17T11:49:11.657Z,2026-06-17T11:49:11.657Z,,,,UPI,upi-apps,2026,Apr,,,,en
13989,82,LXME #,0.07041,4.920331919999989,0.00,0.00,0.00,0.00,-,-,0.07041,4.920331919999989,2026-06-17T11:49:11.665Z,2026-06-17T11:49:11.665Z,,,,UPI,upi-apps,2026,Apr,,,,en
13990,83,Fave #,0.068521,12.464045171999999,0.00,0.00,0.00,0.00,-,-,0.068521,12.464045171999999,2026-06-17T11:49:11.673Z,2026-06-17T11:49:11.673Z,,,,UPI,upi-apps,2026,Apr,,,,en
13991,84,Curie Money #,0.067012,4.439861911,0.00,0.00,0.00,0.00,-,-,0.067012,4.439861911,2026-06-17T11:49:11.681Z,2026-06-17T11:49:11.681Z,,,,UPI,upi-apps,2026,Apr,,,,en
13992,85,Equitas Small Finance Bank Apps,0.0632,17.966893522,0.00,0.00,0.00,0.00,-,-,0.0632,17.966893522,2026-06-17T11:49:11.690Z,2026-06-17T11:49:11.690Z,,,,UPI,upi-apps,2026,Apr,,,,en
13993,86,Scapia #,0.054768,24.7384078149999,0.00,0.00,0.00,0.00,-,-,0.054768,24.7384078149999,2026-06-17T11:49:11.698Z,2026-06-17T11:49:11.698Z,,,,UPI,upi-apps,2026,Apr,,,,en
13994,87,Cheq,0.047977,4.39953017999999,0.00,0.00,0.00,0.00,-,-,0.047977,4.39953017999999,2026-06-17T11:49:11.705Z,2026-06-17T11:49:11.705Z,,,,UPI,upi-apps,2026,Apr,,,,en
13995,88,Ultracash #,0.046721,4.03292473399999,0.00,0.00,0.00,0.00,-,-,0.046721,4.03292473399999,2026-06-17T11:49:11.719Z,2026-06-17T11:49:11.719Z,,,,UPI,upi-apps,2026,Apr,,,,en
13996,89,ZET #,0.033551,2.611462218,0.00,0.00,0.00,0.00,-,-,0.033551,2.611462218,2026-06-17T11:49:11.727Z,2026-06-17T11:49:11.727Z,,,,UPI,upi-apps,2026,Apr,,,,en
13997,90,Punjab Sind Bank Apps,0.031497,14.451431473999989,0.00,0.00,0.00,0.00,-,-,0.031497,14.451431473999989,2026-06-17T11:49:11.735Z,2026-06-17T11:49:11.735Z,,,,UPI,upi-apps,2026,Apr,,,,en
13998,91,Others,3.213307,296.92042895499964,0.00,0.00,0.17,7.57,-,-,3.3784349999999996,304.4919279799997,2026-06-17T11:49:11.742Z,2026-06-17T11:49:11.742Z,,,,UPI,upi-apps,2026,Apr,,,,en
13726,1,PhonePe,10734.583524,1467168.6263014725,0.00,0.00,0.00,0.00,-,-,10734.583524,1467168.6263014725,2026-06-09T09:15:30.240Z,2026-06-10T06:00:58.055Z,,,,UPI,upi-apps,2026,May,,,,en
13727,2,Google Pay #,7598.365549,1002878.3432369679,0.00,0.00,0.00,0.00,-,-,7598.365549,1002878.3432369679,2026-06-09T09:15:30.280Z,2026-06-10T06:01:36.474Z,,,,UPI,upi-apps,2026,May,,,,en
13728,3,Paytm,1836.023142,199103.37155817,0.00,0.00,0.00,0.00,-,-,1836.023142,199103.37155817,2026-06-09T09:15:30.288Z,2026-06-10T06:03:36.165Z,,,,UPI,upi-apps,2026,May,,,,en
13729,4,Navi #,824.109004,43601.659957471005,0.00,0.00,0.00,0.00,-,-,824.109004,43601.659957471005,2026-06-09T09:15:30.297Z,2026-06-10T06:04:09.966Z,,,,UPI,upi-apps,2026,May,,,,en
13730,5,super.money #,418.839503,19422.72583422099,0.00,0.00,0.00,0.00,-,-,418.839503,19422.72583422099,2026-06-09T09:15:30.305Z,2026-06-10T06:04:35.165Z,,,,UPI,upi-apps,2026,May,,,,en
13731,6,BHIM,227.488752,26013.586597901,0.00,0.00,0.00,0.00,-,-,227.488752,26013.586597901,2026-06-09T09:15:30.315Z,2026-06-09T09:33:23.032Z,,,,UPI,upi-apps,2026,May,,,,en
13732,7,FamApp by Trio #,197.320721,2738.586187596,0.00,0.00,0.00,0.00,-,-,197.320721,2738.586187596,2026-06-09T09:15:30.324Z,2026-06-10T06:05:05.030Z,,,,UPI,upi-apps,2026,May,,,,en
13733,8,Cred #,157.188434,61002.43645367887,0.00,0.00,0.00,0.00,-,-,157.188434,61002.43645367887,2026-06-09T09:15:30.333Z,2026-06-10T06:05:53.979Z,,,,UPI,upi-apps,2026,May,,,,en
13734,9,Whatsapp #,150.431918,11425.01586001998,0.00,0.00,0.00,0.00,-,-,150.431918,11425.01586001998,2026-06-09T09:15:30.341Z,2026-06-10T06:06:41.603Z,,,,UPI,upi-apps,2026,May,,,,en
13735,10,Axis Bank Apps,28.125723,5275.739058288979,105.994561,7896.019575783019,0.077211,13.3901964129999,-,-,134.197495,13185.148830484997,2026-06-09T09:15:30.350Z,2026-06-09T09:15:30.350Z,,,,UPI,upi-apps,2026,May,,,,en
13736,11,Kotak Mahindra Bank Apps,121.78993,14335.850735603977,0.006454,0.302030764,0.000088,0.001938314,-,-,121.79647200000001,14336.154704681978,2026-06-09T09:15:30.357Z,2026-06-09T09:15:30.357Z,,,,UPI,upi-apps,2026,May,,,,en
13737,12,Amazon Pay #,87.341759,10634.560217176975,0.00,0.00,0.00,0.00,-,-,87.341759,10634.560217176975,2026-06-09T09:15:30.366Z,2026-06-10T06:07:08.179Z,,,,UPI,upi-apps,2026,May,,,,en
13738,13,Mobikwik #,81.397143,9626.566477736971,0.00,0.00,0.00,0.00,-,-,81.397143,9626.566477736971,2026-06-09T09:15:31.597Z,2026-06-10T06:07:23.245Z,,,,UPI,upi-apps,2026,May,,,,en
13739,14,HDFC Bank Apps,35.295712,12155.762850439969,30.887622,5172.594362856001,0.003966,0.44482553100000005,-,-,66.18730000000001,17328.802038826972,2026-06-09T09:15:32.935Z,2026-06-09T09:15:32.935Z,,,,UPI,upi-apps,2026,May,,,,en
13740,15,Slice Small Finance Bank Apps,57.810019,5157.21196183799,3.528818,391.536805099999,0.020684,9.42683994599998,-,-,61.359521,5558.175606883989,2026-06-09T09:15:33.638Z,2026-06-09T09:15:33.638Z,,,,UPI,upi-apps,2026,May,,,,en
13741,16,Yes Bank Apps,3.61434,2614.5016282349884,45.763342,5006.162598906989,0.252889,14.195178428,-,-,49.630571,7634.859405569977,2026-06-09T09:15:33.652Z,2026-06-09T09:15:33.652Z,,,,UPI,upi-apps,2026,May,,,,en
13742,17,ICICI Bank Apps,24.069103,7816.69294086599,20.741805,10979.577355895972,3.080757,3049.728503838,-,-,47.891664999999996,21845.998800599962,2026-06-09T09:15:33.683Z,2026-06-09T09:15:33.683Z,,,,UPI,upi-apps,2026,May,,,,en
13743,18,IDFC Bank Apps,15.338967,3564.772374073999,30.564833,332.42880358399987,0.022105,3.5646986389999995,-,-,45.92590500000001,3900.765876296999,2026-06-09T09:15:33.692Z,2026-06-09T09:15:33.692Z,,,,UPI,upi-apps,2026,May,,,,en
13744,19,State Bank of India Apps,21.652319,6022.314622966001,0.064855,19.664436402,0.005135,0.8773167,-,-,21.722309,6042.856376068001,2026-06-09T09:15:33.703Z,2026-06-09T09:15:33.703Z,,,,UPI,upi-apps,2026,May,,,,en
13745,20,Unity Small Finance Bank Apps,0.061946,14.740745339999902,18.883371,2636.86047753602,0.056151,0.0000561509999999996,-,-,19.001468,2651.60127902702,2026-06-09T09:15:33.714Z,2026-06-09T09:15:33.714Z,,,,UPI,upi-apps,2026,May,,,,en
13746,21,Airtel Payments Bank Apps,16.743409,1776.7549569479988,1.747365,206.23004642,0.00,0.00,-,-,18.490774,1982.9850033679988,2026-06-09T09:15:33.722Z,2026-06-09T09:38:10.709Z,,,,UPI,upi-apps,2026,May,,,,en
13747,22,India Post Payments Bank Apps,17.764914,2010.2297611899899,0.000123,0.0043466,0.000001,0.000085,-,-,17.765038,2010.2341927899897,2026-06-09T09:15:33.733Z,2026-06-10T06:13:29.579Z,,,,UPI,upi-apps,2026,May,,,,en
13748,23,Bajaj Finserv #,14.9622,3212.1436267239883,0.00,0.00,0.00,0.00,-,-,14.9622,3212.1436267239883,2026-06-09T09:15:33.741Z,2026-06-10T06:08:02.917Z,,,,UPI,upi-apps,2026,May,,,,en
13749,24,Groww #,14.137578,10781.40089032898,0.00,0.00,0.00,0.00,-,-,14.137578,10781.40089032898,2026-06-09T09:15:33.751Z,2026-06-10T06:13:46.287Z,,,,UPI,upi-apps,2026,May,,,,en
13750,25,Samsung Pay #,11.07646,750.274226947999,0.00,0.00,0.00,0.00,-,-,11.07646,750.274226947999,2026-06-09T09:15:33.760Z,2026-06-10T06:08:25.589Z,,,,UPI,upi-apps,2026,May,,,,en
13751,26,KreditBee #,8.901768,178.573472875999,0.00,0.00,0.00,0.00,-,-,8.901768,178.573472875999,2026-06-09T09:15:33.776Z,2026-06-10T06:08:47.989Z,,,,UPI,upi-apps,2026,May,,,,en
13752,27,Federal Bank Apps,8.037413,3182.95744828499,0.011786,11.1758251339999,0.000251,0.014132,-,-,8.049450000000002,3194.1474054189894,2026-06-09T09:15:34.445Z,2026-06-09T09:15:34.445Z,,,,UPI,upi-apps,2026,May,,,,en
13753,28,Jio Payments Bank Apps,7.206681,464.11795266100006,0.00,0.00,0.00,0.00,-,-,7.206681,464.11795266100006,2026-06-09T09:15:38.211Z,2026-06-09T09:43:03.137Z,,,,UPI,upi-apps,2026,May,,,,en
13754,29,POP UPI #,6.974844,668.602564814998,0.00,0.00,0.00,0.00,-,-,6.974844,668.602564814998,2026-06-09T09:15:38.262Z,2026-06-10T06:09:11.367Z,,,,UPI,upi-apps,2026,May,,,,en
13755,30,Jupiter Money #,5.524462,943.2792833,0.00,0.00,0.00,0.00,-,-,5.524462,943.2792833,2026-06-09T09:15:38.277Z,2026-06-10T06:09:26.780Z,,,,UPI,upi-apps,2026,May,,,,en
13756,31,Deutsche Bank Apps,0.029225,38.1142994659999,4.675904,903.7317353269989,0.003166,0.1356294,-,-,4.708295000000001,941.9816641929988,2026-06-09T09:15:38.286Z,2026-06-09T09:15:38.286Z,,,,UPI,upi-apps,2026,May,,,,en
13757,32,Jammu and Kashmir Bank Apps,4.304738,585.980942621999,0.00,0.00,0.00,0.00,-,-,4.304738,585.980942621999,2026-06-09T09:15:38.295Z,2026-06-10T06:10:50.244Z,,,,UPI,upi-apps,2026,May,,,,en
13758,33,Money View #,3.967381,282.425399549999,0.00,0.00,0.00,0.00,-,-,3.967381,282.425399549999,2026-06-09T09:15:38.303Z,2026-06-10T06:15:26.748Z,,,,UPI,upi-apps,2026,May,,,,en
13759,34,Ind Money #,3.941475,1300.042892222998,0.00,0.00,0.00,0.00,-,-,3.941475,1300.042892222998,2026-06-09T09:15:38.313Z,2026-06-10T06:10:08.356Z,,,,UPI,upi-apps,2026,May,,,,en
13760,35,Canara Bank Apps,3.816287,1091.472164664,0.00,0.00,0.00,0.00,-,-,3.816287,1091.472164664,2026-06-09T09:15:38.322Z,2026-06-09T09:46:49.781Z,,,,UPI,upi-apps,2026,May,,,,en
13761,36,RBL Bank Apps,0.533912,208.27122553499999,2.94193,2811.3882008649903,0.030752,17.236913105,-,-,3.506594,3036.8963395049905,2026-06-09T09:15:38.331Z,2026-06-09T09:15:38.331Z,,,,UPI,upi-apps,2026,May,,,,en
13762,37,Flipkart UPI #,3.499134,148.1330339039989,0.00,0.00,0.00,0.00,-,-,3.499134,148.1330339039989,2026-06-09T09:15:38.340Z,2026-06-10T06:16:05.252Z,,,,UPI,upi-apps,2026,May,,,,en
13763,38,Bharat Pe #,2.515884,266.11632405499995,0.00,0.00,0.00,0.00,-,-,2.515884,266.11632405499995,2026-06-09T09:15:38.347Z,2026-06-10T06:14:25.502Z,,,,UPI,upi-apps,2026,May,,,,en
13764,39,Kiwi #,2.46014,511.621236263999,0.00,0.00,0.00,0.00,-,-,2.46014,511.621236263999,2026-06-09T09:15:38.354Z,2026-06-10T06:16:28.191Z,,,,UPI,upi-apps,2026,May,,,,en
13765,40,Suryoday Bank Apps,0.000002,0.0030501,2.066559,11.2605202919999,0.044861,4.361182874,-,-,2.1114219999999997,15.6247532659999,2026-06-09T09:15:38.361Z,2026-06-09T09:15:38.361Z,,,,UPI,upi-apps,2026,May,,,,en
13766,41,Omni Card,1.914227,103.32824418999999,0.00,0.00,0.00,0.00,-,-,1.914227,103.32824418999999,2026-06-09T09:15:38.368Z,2026-06-09T09:50:12.447Z,,,,UPI,upi-apps,2026,May,,,,en
13767,42,Punjab National Bank Apps,1.855702,522.2781035389988,0.00,0.00,0.00,0.00,-,-,1.855702,522.2781035389988,2026-06-09T09:15:38.375Z,2026-06-09T09:50:47.680Z,,,,UPI,upi-apps,2026,May,,,,en
13768,43,Bank of Baroda Apps,1.730816,480.838001445,0.000007,0.0000326,0.002992,20.2982049,-,-,1.733815,501.13623894499995,2026-06-09T09:15:38.383Z,2026-06-09T09:15:38.383Z,,,,UPI,upi-apps,2026,May,,,,en
13769,44,Indian Bank Apps,1.653741,417.3196105709989,0.0,0.0,0.063973,74.6774566,-,-,1.717714,491.9970671709989,2026-06-09T09:15:38.390Z,2026-06-09T12:26:39.397Z,,,,UPI,upi-apps,2026,May,,,,en
13770,45,Standard Chartered Bank Apps,0.124839,110.165466118999,1.50747,145.874845214,0.061349,2.00008629799999,-,-,1.693658,258.040397630999,2026-06-09T09:15:38.399Z,2026-06-09T09:15:38.399Z,,,,UPI,upi-apps,2026,May,,,,en
13771,46,HSBC Bank Apps,0.94028,189.264778573999,0.686573,4.6830030959999895,0.007366,0.350571671,-,-,1.634219,194.298353340999,2026-06-09T09:15:38.408Z,2026-06-09T09:15:38.408Z,,,,UPI,upi-apps,2026,May,,,,en
13772,47,Digikhata,1.579385,553.338572275999,0.0,0.0,0.0,0.0,-,-,1.579385,553.338572275999,2026-06-09T09:15:38.414Z,2026-06-09T12:28:07.694Z,,,,UPI,upi-apps,2026,May,,,,en
13773,48,IndusInd Bank Apps,0.555571,150.17523689700002,0.615404,64.88855345799989,0.000684,0.145921033,-,-,1.1716589999999998,215.20971138799993,2026-06-09T09:15:38.425Z,2026-06-09T09:15:38.425Z,,,,UPI,upi-apps,2026,May,,,,en
13774,49,Jar #,1.061668,31.757022495999998,0.0,0.0,0.0,0.0,-,-,1.061668,31.757022495999998,2026-06-09T09:15:38.432Z,2026-06-10T06:17:36.202Z,,,,UPI,upi-apps,2026,May,,,,en
13775,50,Timepay #,1.024223,18.0773023759999,0.0,0.0,0.0,0.0,-,-,1.024223,18.0773023759999,2026-06-09T09:15:38.439Z,2026-06-10T06:16:53.628Z,,,,UPI,upi-apps,2026,May,,,,en
13776,51,Union Bank Apps,1.003275,310.34132378199956,0.0,0.0,0.0,0.0,-,-,1.003275,310.34132378199956,2026-06-09T09:15:38.446Z,2026-06-09T12:29:57.926Z,,,,UPI,upi-apps,2026,May,,,,en
13777,52,AU Small Finance Bank Apps,0.971003,303.61756691299894,0.000281,0.5551599,0.000001,0.000005,-,-,0.971285,304.1727318129989,2026-06-09T09:15:38.456Z,2026-06-09T09:15:38.456Z,,,,UPI,upi-apps,2026,May,,,,en
13778,53,South Indian Bank Apps,0.940703,299.5048435219999,0.000017,0.0027440529999999998,0.0,0.0,-,-,0.94072,299.5075875749999,2026-06-09T09:15:38.462Z,2026-06-09T12:30:32.279Z,,,,UPI,upi-apps,2026,May,,,,en
13779,54,Aditya Birla Capital Digital #,0.912803,20.365976242000002,0.0,0.0,0.0,0.0,-,-,0.912803,20.365976242000002,2026-06-09T09:15:38.470Z,2026-06-10T06:18:00.436Z,,,,UPI,upi-apps,2026,May,,,,en
13780,55,Salary Se #,0.838814,78.8464279369998,0.0,0.0,0.0,0.0,-,-,0.838814,78.8464279369998,2026-06-09T09:15:38.477Z,2026-06-10T06:18:45.751Z,,,,UPI,upi-apps,2026,May,,,,en
13781,56,Kredit Pe #,0.800154,67.7100958289999,0.0,0.0,0.0,0.0,-,-,0.800154,67.7100958289999,2026-06-09T09:15:38.485Z,2026-06-10T06:18:24.072Z,,,,UPI,upi-apps,2026,May,,,,en
13782,57,Freo #,0.735431,86.103687636,0.0,0.0,0.0,0.0,-,-,0.735431,86.103687636,2026-06-09T09:15:38.493Z,2026-06-10T06:17:15.829Z,,,,UPI,upi-apps,2026,May,,,,en
13783,58,Fino Payments Bank Apps,0.715792,66.56161273999987,0.0,0.0,0.0,0.0,-,-,0.715792,66.56161273999987,2026-06-09T09:15:38.501Z,2026-06-09T12:34:25.345Z,,,,UPI,upi-apps,2026,May,,,,en
13784,59,UCO Bank Apps,0.641025,173.060975399999,0.0,0.0,0.0,0.0,-,-,0.641025,173.060975399999,2026-06-09T09:15:38.509Z,2026-06-09T12:35:17.184Z,,,,UPI,upi-apps,2026,May,,,,en
13785,60,Shri Ram One #,0.582111,67.35289107,0.0,0.0,0.0,0.0,-,-,0.582111,67.35289107,2026-06-09T09:15:38.517Z,2026-06-10T06:19:14.557Z,,,,UPI,upi-apps,2026,May,,,,en
13786,61,Rapipay,0.578954,33.517362895,0.0,0.0,0.0,0.0,-,-,0.578954,33.517362895,2026-06-09T09:15:38.526Z,2026-06-09T12:36:16.712Z,,,,UPI,upi-apps,2026,May,,,,en
13787,62,DBS Digibank Apps,0.548671,186.158664542999,0.018455,23.508720891,0.000005,0.00065,-,-,0.567131,209.668035433999,2026-06-09T09:15:38.537Z,2026-06-09T09:15:38.537Z,,,,UPI,upi-apps,2026,May,,,,en
13788,63,Central Bank of India Apps,0.559588,195.1704640029989,0.0,0.0,0.0,0.0,-,-,0.559588,195.1704640029989,2026-06-09T09:15:38.544Z,2026-06-09T12:38:29.746Z,,,,UPI,upi-apps,2026,May,,,,en
13789,64,One Card #,0.546205,675.7677913069999,0.0,0.0,0.0,0.0,-,-,0.546205,675.7677913069999,2026-06-09T09:15:38.551Z,2026-06-10T06:19:55.349Z,,,,UPI,upi-apps,2026,May,,,,en
13790,65,Spice Money,0.456872,38.684330196,0.0,0.0,0.0,0.0,-,-,0.456872,38.684330196,2026-06-09T09:15:38.558Z,2026-06-09T12:39:45.858Z,,,,UPI,upi-apps,2026,May,,,,en
13791,66,Tata Pay #,0.358211,106.916293152,0.0,0.0,0.0,0.0,-,-,0.358211,106.916293152,2026-06-09T09:15:38.565Z,2026-06-10T06:22:42.524Z,,,,UPI,upi-apps,2026,May,,,,en
13792,67,Saathi by PayNearBy #,0.311965,40.0271122109999,0.0,0.0,0.0,0.0,-,-,0.311965,40.0271122109999,2026-06-09T09:15:38.573Z,2026-06-10T06:22:18.289Z,,,,UPI,upi-apps,2026,May,,,,en
13793,68,Bank of India Apps,0.311333,111.41391670200002,0.0,0.0,0.0,0.0,-,-,0.311333,111.41391670200002,2026-06-09T09:15:38.580Z,2026-06-09T12:41:15.166Z,,,,UPI,upi-apps,2026,May,,,,en
13794,69,Obopay,0.287591,46.005472793999886,0.0,0.0,0.0,0.0,-,-,0.287591,46.005472793999886,2026-06-09T09:15:38.590Z,2026-06-09T12:41:44.429Z,,,,UPI,upi-apps,2026,May,,,,en
13795,70,Karnataka Bank Apps,0.258265,70.0833677469998,0.000002,0.0028441,0.000016,0.025531244,-,-,0.25828300000000004,70.11174309099981,2026-06-09T09:15:38.598Z,2026-06-09T09:15:38.598Z,,,,UPI,upi-apps,2026,May,,,,en
13796,71,NSDL Payments Bank Apps,0.257252,19.2953169819999,0.0,0.0,0.0,0.0,-,-,0.257252,19.2953169819999,2026-06-09T09:15:38.607Z,2026-06-09T12:42:34.128Z,,,,UPI,upi-apps,2026,May,,,,en
13797,72,IDBI Bank Apps,0.241986,117.73046298,0.0,0.0,0.0,0.0,-,-,0.241986,117.73046298,2026-06-09T09:15:38.618Z,2026-06-09T12:43:04.258Z,,,,UPI,upi-apps,2026,May,,,,en
13798,73,True Balance,0.20596,7.5630309,0.0,0.0,0.0,0.0,-,-,0.20596,7.5630309,2026-06-09T09:15:38.629Z,2026-06-09T12:43:31.787Z,,,,UPI,upi-apps,2026,May,,,,en
13799,74,City Union Bank Apps,0.07507,32.0385127789999,0.089089,30.1066982489999,0.01039,0.9215715400000001,-,-,0.174549,63.06678256799981,2026-06-09T09:15:38.637Z,2026-06-09T09:15:38.637Z,,,,UPI,upi-apps,2026,May,,,,en
13800,75,Scapia #,0.163889,65.9030454009999,0.0,0.0,0.0,0.0,-,-,0.163889,65.9030454009999,2026-06-09T09:15:38.646Z,2026-06-10T06:31:06.107Z,,,,UPI,upi-apps,2026,May,,,,en
13801,76,Dhani,0.1598,7.92995479899999,0.0,0.0,0.0,0.0,-,-,0.1598,7.92995479899999,2026-06-09T09:15:38.656Z,2026-06-09T12:44:58.340Z,,,,UPI,upi-apps,2026,May,,,,en
13802,77,Karur Vysya Bank Apps,0.125628,43.33803218199991,0.0,0.0,0.0,0.0,-,-,0.125628,43.33803218199991,2026-06-09T09:15:38.668Z,2026-06-09T12:45:30.146Z,,,,UPI,upi-apps,2026,May,,,,en
13803,78,Tamilnad Mercantile Bank Apps,0.106362,44.437977235,0.0,0.0,0.0,0.0,-,-,0.106362,44.437977235,2026-06-09T09:15:38.676Z,2026-06-09T12:45:56.014Z,,,,UPI,upi-apps,2026,May,,,,en
13804,79,Bank of Maharashtra Apps,0.095745,35.7211824099999,0.0,0.0,0.000008,0.0000015380000000000001,-,-,0.09575299999999999,35.7211839479999,2026-06-09T09:15:38.683Z,2026-06-09T12:46:31.183Z,,,,UPI,upi-apps,2026,May,,,,en
13805,80,Fave #,0.081941,15.205929441,0.0,0.0,0.0,0.0,-,-,0.081941,15.205929441,2026-06-09T09:15:38.691Z,2026-06-10T06:23:06.844Z,,,,UPI,upi-apps,2026,May,,,,en
13806,81,Indian Overseas Bank Apps,0.081032,28.220322372999995,0.0,0.0,0.0,0.0,-,-,0.081032,28.220322372999995,2026-06-09T09:15:38.698Z,2026-06-09T12:47:34.596Z,,,,UPI,upi-apps,2026,May,,,,en
13807,82,Equitas Small Finance Bank Apps,0.078823,20.98350032099989,0.0,0.0,0.0,0.0,-,-,0.078823,20.98350032099989,2026-06-09T09:15:38.705Z,2026-06-09T12:47:58.730Z,,,,UPI,upi-apps,2026,May,,,,en
13808,83,Payworld,0.070334,6.7929355870000006,0.0,0.0,0.0,0.0,-,-,0.070334,6.7929355870000006,2026-06-09T09:15:38.715Z,2026-06-09T12:48:54.292Z,,,,UPI,upi-apps,2026,May,,,,en
13809,84,Curie Money #,0.05999,4.16541350899999,0.0,0.0,0.0,0.0,-,-,0.05999,4.16541350899999,2026-06-09T09:15:38.722Z,2026-06-10T06:30:35.870Z,,,,UPI,upi-apps,2026,May,,,,en
13810,85,Lxme UPI #,0.058857,5.08755415599999,0.0,0.0,0.0,0.0,-,-,0.058857,5.08755415599999,2026-06-09T09:15:38.729Z,2026-06-10T06:24:37.394Z,,,,UPI,upi-apps,2026,May,,,,en
13811,86,Ultracash #,0.047439,4.151989759,0.0,0.0,0.0,0.0,-,-,0.047439,4.151989759,2026-06-09T09:15:38.736Z,2026-06-10T06:32:08.339Z,,,,UPI,upi-apps,2026,May,,,,en
13812,87,Cheq,0.037077,3.8698717719999998,0.0,0.0,0.0,0.0,-,-,0.037077,3.8698717719999998,2026-06-09T09:15:38.745Z,2026-06-09T12:50:34.624Z,,,,UPI,upi-apps,2026,May,,,,en
13813,88,Punjab Sind Bank Apps,0.033101,15.30447249699999,0.0,0.0,0.0,0.0,-,-,0.033101,15.30447249699999,2026-06-09T09:15:38.752Z,2026-06-09T12:50:57.075Z,,,,UPI,upi-apps,2026,May,,,,en
13814,89,ZET #,0.032299,2.753897835,0.0,0.0,0.0,0.0,-,-,0.032299,2.753897835,2026-06-09T09:15:38.760Z,2026-06-10T06:32:34.633Z,,,,UPI,upi-apps,2026,May,,,,en
13815,90,Rediff,0.01972,5.319893504999989,0.0,0.0,0.0,0.0,-,-,0.01972,5.319893504999989,2026-06-09T09:15:38.767Z,2026-06-09T12:51:54.054Z,,,,UPI,upi-apps,2026,May,,,,en
13816,91,Others,3.7807820000000003,316.38880518999946,0.000003,3e-7,0.156874,7.040600506999999,-,-,3.9376590000000005,323.4294059969995,2026-06-09T09:15:38.776Z,2026-06-09T09:15:38.776Z,,,,UPI,upi-apps,2026,May,,,,en
14183,1,PhonePe,10483.728651,1419193.3853629145,0.00,0.00,0.00,0.00,-,-,10483.728651,1419193.3853629145,2026-07-22T12:20:12.419Z,2026-07-22T12:20:12.419Z,,,,UPI,upi-apps,2026,Jun,,,,en
14184,2,Google Pay #,7407.712634,967055.7923185461,0.00,0.00,0.00,0.00,-,-,7407.712634,967055.7923185461,2026-07-22T12:20:12.688Z,2026-07-22T12:20:12.688Z,,,,UPI,upi-apps,2026,Jun,,,,en
14185,3,Paytm,1798.835631,192617.3844291761,0.00,0.00,0.00,0.00,-,-,1798.835631,192617.3844291761,2026-07-22T12:20:12.754Z,2026-07-22T12:20:12.754Z,,,,UPI,upi-apps,2026,Jun,,,,en
14186,4,Navi #,842.511094,43948.55512688509,0.00,0.00,0.00,0.00,-,-,842.511094,43948.55512688509,2026-07-22T12:20:12.763Z,2026-07-22T12:20:12.763Z,,,,UPI,upi-apps,2026,Jun,,,,en
14187,5,super.money #,430.239039,20252.40484412499,0.00,0.00,0.00,0.00,-,-,430.239039,20252.40484412499,2026-07-22T12:20:12.774Z,2026-07-22T12:20:12.774Z,,,,UPI,upi-apps,2026,Jun,,,,en
14188,6,BHIM,223.53901,25612.80727535799,0.00,0.00,0.00,0.00,-,-,223.53901,25612.80727535799,2026-07-22T12:20:12.785Z,2026-07-22T12:20:12.785Z,,,,UPI,upi-apps,2026,Jun,,,,en
14189,7,FamApp by Trio #,195.306528,2666.233847535989,0.00,0.00,0.00,0.00,-,-,195.306528,2666.233847535989,2026-07-22T12:20:12.794Z,2026-07-22T12:20:12.794Z,,,,UPI,upi-apps,2026,Jun,,,,en
14190,8,Whatsapp #,150.478004,11391.845235165989,0.00,0.00,0.00,0.00,-,-,150.478004,11391.845235165989,2026-07-22T12:20:12.801Z,2026-07-22T12:20:12.801Z,,,,UPI,upi-apps,2026,Jun,,,,en
14191,9,Cred #,141.780187,55116.78580486389,0.00,0.00,0.00,0.00,-,-,141.780187,55116.78580486389,2026-07-22T12:20:12.811Z,2026-07-22T12:20:12.811Z,,,,UPI,upi-apps,2026,Jun,,,,en
14192,10,Axis Bank Apps,26.899255,5322.384562412989,109.19,7784.87,0.08,13.37,-,-,136.163273,13120.619696799988,2026-07-22T12:20:12.819Z,2026-07-22T12:20:12.819Z,,,,UPI,upi-apps,2026,Jun,,,,en
14193,11,Kotak Mahindra Bank Apps,122.072898,14847.58791646997,0.01,0.30,0.00,0.00,-,-,122.079618,14847.88780156497,2026-07-22T12:20:12.827Z,2026-07-22T12:20:12.827Z,,,,UPI,upi-apps,2026,Jun,,,,en
14194,12,Amazon Pay #,84.198538,10157.171831169986,0.00,0.00,0.00,0.00,-,-,84.198538,10157.171831169986,2026-07-22T12:20:12.835Z,2026-07-22T12:20:12.835Z,,,,UPI,upi-apps,2026,Jun,,,,en
